"","microcosmID","combination","temperature","predicted_species","richness","replicate","day","species_biomass","total_biomass"
"11248",50,"Dexio, Spiro",15,"Spiro",2,2,37,0.000787600859297131,0.00582161318334029
"11249",147,"Dexio, Spiro",17,"Dexio",2,2,1,0.0712217247894493,0.0712217247894493
"11250",147,"Dexio, Spiro",17,"Dexio",2,2,3,0.0747191286529663,0.168107867478303
"11251",147,"Dexio, Spiro",17,"Dexio",2,2,5,0.0637873292385311,0.124665594978447
"11252",147,"Dexio, Spiro",17,"Dexio",2,2,7,0.0561981782989907,0.0993921778635553
"11253",147,"Dexio, Spiro",17,"Dexio",2,2,9,0.0419485308956436,0.0423594098500551
"11254",147,"Dexio, Spiro",17,"Dexio",2,2,11,0.0409367489804832,0.0566786391568331
"11255",147,"Dexio, Spiro",17,"Dexio",2,2,13,0.0304593452712241,0.053635931425593
"11256",147,"Dexio, Spiro",17,"Dexio",2,2,15,0.0138897582796004,0.0374500658146952
"11257",147,"Dexio, Spiro",17,"Dexio",2,2,17,0.00696563374690535,0.0157729214617619
"11258",147,"Dexio, Spiro",17,"Dexio",2,2,19,0.00704779646467129,0.0162322704789547
"11259",147,"Dexio, Spiro",17,"Dexio",2,2,21,0.00695978333783962,0.040713440936747
"11260",147,"Dexio, Spiro",17,"Dexio",2,2,23,0.00352253317350196,0.0284481632650197
"11261",147,"Dexio, Spiro",17,"Dexio",2,2,25,0.00531283004927332,0.0243990713717173
"11262",147,"Dexio, Spiro",17,"Dexio",2,2,27,0.00247281722457901,0.0600413188048814
"11263",147,"Dexio, Spiro",17,"Dexio",2,2,29,0.00101843475695978,0.0586492211401095
"11264",147,"Dexio, Spiro",17,"Dexio",2,2,31,0.00136720953473839,0.0313709454845662
"11265",147,"Dexio, Spiro",17,"Dexio",2,2,33,0.00323695049229116,0.0167418682428355
"11266",147,"Dexio, Spiro",17,"Dexio",2,2,35,0.00560564459052555,0.0101808682180527
"11267",147,"Dexio, Spiro",17,"Dexio",2,2,37,0.000385615073403032,0.0426986847084863
"11268",147,"Dexio, Spiro",17,"Spiro",2,2,1,0,0.0712217247894493
"11269",147,"Dexio, Spiro",17,"Spiro",2,2,3,0.0933887388253367,0.168107867478303
"11270",147,"Dexio, Spiro",17,"Spiro",2,2,5,0.0608782657399155,0.124665594978447
"11271",147,"Dexio, Spiro",17,"Spiro",2,2,7,0.0431939995645646,0.0993921778635553
"11272",147,"Dexio, Spiro",17,"Spiro",2,2,9,0.000410878954411484,0.0423594098500551
"11273",147,"Dexio, Spiro",17,"Spiro",2,2,11,0.0157418901763499,0.0566786391568331
"11274",147,"Dexio, Spiro",17,"Spiro",2,2,13,0.0231765861543689,0.053635931425593
"11275",147,"Dexio, Spiro",17,"Spiro",2,2,15,0.0235603075350948,0.0374500658146952
"11276",147,"Dexio, Spiro",17,"Spiro",2,2,17,0.00880728771485658,0.0157729214617619
"11277",147,"Dexio, Spiro",17,"Spiro",2,2,19,0.00918447401428345,0.0162322704789547
"11278",147,"Dexio, Spiro",17,"Spiro",2,2,21,0.0337536575989074,0.040713440936747
"11279",147,"Dexio, Spiro",17,"Spiro",2,2,23,0.0249256300915178,0.0284481632650197
"11280",147,"Dexio, Spiro",17,"Spiro",2,2,25,0.019086241322444,0.0243990713717173
"11281",147,"Dexio, Spiro",17,"Spiro",2,2,27,0.0575685015803024,0.0600413188048814
"11282",147,"Dexio, Spiro",17,"Spiro",2,2,29,0.0576307863831497,0.0586492211401095
"11283",147,"Dexio, Spiro",17,"Spiro",2,2,31,0.0300037359498278,0.0313709454845662
"11284",147,"Dexio, Spiro",17,"Spiro",2,2,33,0.0135049177505443,0.0167418682428355
"11285",147,"Dexio, Spiro",17,"Spiro",2,2,35,0.00457522362752714,0.0101808682180527
"11286",147,"Dexio, Spiro",17,"Spiro",2,2,37,0.0423130696350833,0.0426986847084863
"11287",228,"Dexio, Spiro",17,"Dexio",2,1,1,0.0467140499830033,0.0480805524833244
"11288",228,"Dexio, Spiro",17,"Dexio",2,1,3,0.0903175075687155,0.151821320239972
"11289",228,"Dexio, Spiro",17,"Dexio",2,1,5,0.0706335444436685,0.108648522150566
"11290",228,"Dexio, Spiro",17,"Dexio",2,1,7,0.0502614612989978,0.0679783471581067
"11291",228,"Dexio, Spiro",17,"Dexio",2,1,9,0.0777257048536812,0.115327909184645
"11292",228,"Dexio, Spiro",17,"Dexio",2,1,11,0.0350628508524852,0.164535819261472
"11293",228,"Dexio, Spiro",17,"Dexio",2,1,13,0.0187074831182413,0.0988460941452432
"11294",228,"Dexio, Spiro",17,"Dexio",2,1,15,0.0107222331405181,0.0849279732753598
"11295",228,"Dexio, Spiro",17,"Dexio",2,1,17,0.00903988634383662,0.0820438072943497
"11296",228,"Dexio, Spiro",17,"Dexio",2,1,19,0.00770088662585407,0.0872550768249923
"11297",228,"Dexio, Spiro",17,"Dexio",2,1,21,0.00420015714348337,0.136207502944162
"11298",228,"Dexio, Spiro",17,"Dexio",2,1,23,0.00521897812682878,0.0427801255890972
"11299",228,"Dexio, Spiro",17,"Dexio",2,1,25,0.0041947592951221,0.0751829379688642
"11300",228,"Dexio, Spiro",17,"Dexio",2,1,27,0.00119634658594426,0.0421981461249321
"11301",228,"Dexio, Spiro",17,"Dexio",2,1,29,0.00217874091546449,0.00820402841490406
"11302",228,"Dexio, Spiro",17,"Dexio",2,1,31,0.00401907798311265,0.093897058823856
"11303",228,"Dexio, Spiro",17,"Dexio",2,1,33,0.00377978335268266,0.128491356213697
"11304",228,"Dexio, Spiro",17,"Dexio",2,1,35,0.00409153275400812,0.0212744636853512
"11305",228,"Dexio, Spiro",17,"Dexio",2,1,37,0.00263470399336625,0.0134486033982694
"11306",228,"Dexio, Spiro",17,"Spiro",2,1,1,0.00136650250032111,0.0480805524833244
"11307",228,"Dexio, Spiro",17,"Spiro",2,1,3,0.0615038126712564,0.151821320239972
"11308",228,"Dexio, Spiro",17,"Spiro",2,1,5,0.0380149777068976,0.108648522150566
"11309",228,"Dexio, Spiro",17,"Spiro",2,1,7,0.0177168858591089,0.0679783471581067
"11310",228,"Dexio, Spiro",17,"Spiro",2,1,9,0.0376022043309638,0.115327909184645
"11311",228,"Dexio, Spiro",17,"Spiro",2,1,11,0.129472968408987,0.164535819261472
"11312",228,"Dexio, Spiro",17,"Spiro",2,1,13,0.0801386110270019,0.0988460941452432
"11313",228,"Dexio, Spiro",17,"Spiro",2,1,15,0.0742057401348417,0.0849279732753598
"11314",228,"Dexio, Spiro",17,"Spiro",2,1,17,0.073003920950513,0.0820438072943497
"11315",228,"Dexio, Spiro",17,"Spiro",2,1,19,0.0795541901991382,0.0872550768249923
"11316",228,"Dexio, Spiro",17,"Spiro",2,1,21,0.132007345800679,0.136207502944162
"11317",228,"Dexio, Spiro",17,"Spiro",2,1,23,0.0375611474622684,0.0427801255890972
"11318",228,"Dexio, Spiro",17,"Spiro",2,1,25,0.0709881786737421,0.0751829379688642
"11319",228,"Dexio, Spiro",17,"Spiro",2,1,27,0.0410017995389878,0.0421981461249321
"11320",228,"Dexio, Spiro",17,"Spiro",2,1,29,0.00602528749943958,0.00820402841490406
"11321",228,"Dexio, Spiro",17,"Spiro",2,1,31,0.0898779808407433,0.093897058823856
"11322",228,"Dexio, Spiro",17,"Spiro",2,1,33,0.124711572861014,0.128491356213697
"11323",228,"Dexio, Spiro",17,"Spiro",2,1,35,0.0171829309313431,0.0212744636853512
"11324",228,"Dexio, Spiro",17,"Spiro",2,1,37,0.0108138994049032,0.0134486033982694
"11325",247,"Dexio, Spiro",19,"Dexio",2,2,1,0.0569974537932604,0.0661145788611684
"11326",247,"Dexio, Spiro",19,"Dexio",2,2,3,0.056519313215428,0.0731177344289122
"11327",247,"Dexio, Spiro",19,"Dexio",2,2,5,0.042836152927886,0.1278058655686
"11328",247,"Dexio, Spiro",19,"Dexio",2,2,7,0.0383044202751701,0.170872435173994
"11329",247,"Dexio, Spiro",19,"Dexio",2,2,9,0.0512960012926292,0.0845027188649595
"11330",247,"Dexio, Spiro",19,"Dexio",2,2,11,0.0266110907160727,0.120885181435853
"11331",247,"Dexio, Spiro",19,"Dexio",2,2,13,0.0179811899284281,0.121623424954904
"11332",247,"Dexio, Spiro",19,"Dexio",2,2,15,0.0116103330744198,0.112678601163185
"11333",247,"Dexio, Spiro",19,"Dexio",2,2,17,0.00477455876210578,0.0793847740080354
"11334",247,"Dexio, Spiro",19,"Dexio",2,2,19,0.00150716997303478,0.0526265002319937
"11335",247,"Dexio, Spiro",19,"Dexio",2,2,21,0.00265580534410047,0.0487229027543066
"11336",247,"Dexio, Spiro",19,"Dexio",2,2,23,0.00593660531387569,0.0249216883199764
"11337",247,"Dexio, Spiro",19,"Dexio",2,2,25,0.00324486635736994,0.0948505869756025
"11338",247,"Dexio, Spiro",19,"Dexio",2,2,27,0.00120948750208613,0.0846620745944535
"11339",247,"Dexio, Spiro",19,"Dexio",2,2,29,0.0014297722719214,0.0441625446520108
"11340",247,"Dexio, Spiro",19,"Dexio",2,2,31,0.00154136007922203,0.0337483955871602
"11341",247,"Dexio, Spiro",19,"Dexio",2,2,33,0.00170313708980131,0.078297600963102
"11342",247,"Dexio, Spiro",19,"Dexio",2,2,35,0.00348665342982341,0.115720320742288
"11343",247,"Dexio, Spiro",19,"Dexio",2,2,37,0.00153568731335534,0.0399543637066915
"11344",247,"Dexio, Spiro",19,"Spiro",2,2,1,0.00911712506790804,0.0661145788611684
"11345",247,"Dexio, Spiro",19,"Spiro",2,2,3,0.0165984212134842,0.0731177344289122
"11346",247,"Dexio, Spiro",19,"Spiro",2,2,5,0.0849697126407144,0.1278058655686
"11347",247,"Dexio, Spiro",19,"Spiro",2,2,7,0.132568014898824,0.170872435173994
"11348",247,"Dexio, Spiro",19,"Spiro",2,2,9,0.0332067175723303,0.0845027188649595
"11349",247,"Dexio, Spiro",19,"Spiro",2,2,11,0.0942740907197799,0.120885181435853
"11350",247,"Dexio, Spiro",19,"Spiro",2,2,13,0.103642235026476,0.121623424954904
"11351",247,"Dexio, Spiro",19,"Spiro",2,2,15,0.101068268088765,0.112678601163185
"11352",247,"Dexio, Spiro",19,"Spiro",2,2,17,0.0746102152459296,0.0793847740080354
"11353",247,"Dexio, Spiro",19,"Spiro",2,2,19,0.051119330258959,0.0526265002319937
"11354",247,"Dexio, Spiro",19,"Spiro",2,2,21,0.0460670974102061,0.0487229027543066
"11355",247,"Dexio, Spiro",19,"Spiro",2,2,23,0.0189850830061007,0.0249216883199764
"11356",247,"Dexio, Spiro",19,"Spiro",2,2,25,0.0916057206182326,0.0948505869756025
"11357",247,"Dexio, Spiro",19,"Spiro",2,2,27,0.0834525870923674,0.0846620745944535
"11358",247,"Dexio, Spiro",19,"Spiro",2,2,29,0.0427327723800894,0.0441625446520108
"11359",247,"Dexio, Spiro",19,"Spiro",2,2,31,0.0322070355079382,0.0337483955871602
"11360",247,"Dexio, Spiro",19,"Spiro",2,2,33,0.0765944638733007,0.078297600963102
"11361",247,"Dexio, Spiro",19,"Spiro",2,2,35,0.112233667312465,0.115720320742288
"11362",247,"Dexio, Spiro",19,"Spiro",2,2,37,0.0384186763933362,0.0399543637066915
"11363",353,"Dexio, Spiro",19,"Dexio",2,1,1,NA,0
"11364",353,"Dexio, Spiro",19,"Dexio",2,1,3,NA,0
"11365",353,"Dexio, Spiro",19,"Dexio",2,1,5,NA,0
"11366",353,"Dexio, Spiro",19,"Dexio",2,1,7,NA,0
"11367",353,"Dexio, Spiro",19,"Dexio",2,1,9,NA,0
"11368",353,"Dexio, Spiro",19,"Dexio",2,1,11,NA,0
"11369",353,"Dexio, Spiro",19,"Dexio",2,1,13,NA,0
"11370",353,"Dexio, Spiro",19,"Dexio",2,1,15,NA,0
"11371",353,"Dexio, Spiro",19,"Dexio",2,1,17,NA,0
"11372",353,"Dexio, Spiro",19,"Dexio",2,1,19,NA,0
"11373",353,"Dexio, Spiro",19,"Dexio",2,1,21,NA,0
"11374",353,"Dexio, Spiro",19,"Dexio",2,1,23,NA,0
"11375",353,"Dexio, Spiro",19,"Dexio",2,1,25,NA,0
"11376",353,"Dexio, Spiro",19,"Dexio",2,1,27,NA,0
"11377",353,"Dexio, Spiro",19,"Dexio",2,1,29,NA,0
"11378",353,"Dexio, Spiro",19,"Dexio",2,1,31,NA,0
"11379",353,"Dexio, Spiro",19,"Dexio",2,1,33,NA,0
"11380",353,"Dexio, Spiro",19,"Dexio",2,1,35,NA,0
"11381",353,"Dexio, Spiro",19,"Dexio",2,1,37,NA,0
"11382",353,"Dexio, Spiro",19,"Spiro",2,1,1,NA,0
"11383",353,"Dexio, Spiro",19,"Spiro",2,1,3,NA,0
"11384",353,"Dexio, Spiro",19,"Spiro",2,1,5,NA,0
"11385",353,"Dexio, Spiro",19,"Spiro",2,1,7,NA,0
"11386",353,"Dexio, Spiro",19,"Spiro",2,1,9,NA,0
"11387",353,"Dexio, Spiro",19,"Spiro",2,1,11,NA,0
"11388",353,"Dexio, Spiro",19,"Spiro",2,1,13,NA,0
"11389",353,"Dexio, Spiro",19,"Spiro",2,1,15,NA,0
"11390",353,"Dexio, Spiro",19,"Spiro",2,1,17,NA,0
"11391",353,"Dexio, Spiro",19,"Spiro",2,1,19,NA,0
"11392",353,"Dexio, Spiro",19,"Spiro",2,1,21,NA,0
"11393",353,"Dexio, Spiro",19,"Spiro",2,1,23,NA,0
"11394",353,"Dexio, Spiro",19,"Spiro",2,1,25,NA,0
"11395",353,"Dexio, Spiro",19,"Spiro",2,1,27,NA,0
"11396",353,"Dexio, Spiro",19,"Spiro",2,1,29,NA,0
"11397",353,"Dexio, Spiro",19,"Spiro",2,1,31,NA,0
"11398",353,"Dexio, Spiro",19,"Spiro",2,1,33,NA,0
"11399",353,"Dexio, Spiro",19,"Spiro",2,1,35,NA,0
"11400",353,"Dexio, Spiro",19,"Spiro",2,1,37,NA,0
"11401",462,"Dexio, Spiro",21,"Dexio",2,1,1,0.0461034280689208,0.0863832114038856
"11402",462,"Dexio, Spiro",21,"Dexio",2,1,3,0.0423089322751394,0.0927089447971717
"11403",462,"Dexio, Spiro",21,"Dexio",2,1,5,0.0446266908247134,0.164137664908889
"11404",462,"Dexio, Spiro",21,"Dexio",2,1,7,0.0311852065936442,0.0689142112870286
"11405",462,"Dexio, Spiro",21,"Dexio",2,1,9,0.0179333944805482,0.0944116395831043
"11406",462,"Dexio, Spiro",21,"Dexio",2,1,11,0.0133711691232002,0.0584324047187487
"11407",462,"Dexio, Spiro",21,"Dexio",2,1,13,0.0059028759638709,0.0844051025491927
"11408",462,"Dexio, Spiro",21,"Dexio",2,1,15,0.0016268100934095,0.0708872606674481
"11409",462,"Dexio, Spiro",21,"Dexio",2,1,17,0.00150755469717876,0.0249498887449982
"11410",462,"Dexio, Spiro",21,"Dexio",2,1,19,0.00153122549456626,0.0255318875086668
"11411",462,"Dexio, Spiro",21,"Dexio",2,1,21,0.000659556850635582,0.0575763658402468
"11412",462,"Dexio, Spiro",21,"Dexio",2,1,23,0.000363474893455485,0.0326727477427221
"11413",462,"Dexio, Spiro",21,"Dexio",2,1,25,0.000654760468309004,0.115857818461057
"11414",462,"Dexio, Spiro",21,"Dexio",2,1,27,0.000296500461228681,0.0376187947837168
"11415",462,"Dexio, Spiro",21,"Dexio",2,1,29,0.000234154213630484,0.0135331142697465
"11416",462,"Dexio, Spiro",21,"Dexio",2,1,31,0.000265960903000119,0.0830601644685999
"11417",462,"Dexio, Spiro",21,"Dexio",2,1,33,0.000288983571320595,0.0913067345549003
"11418",462,"Dexio, Spiro",21,"Dexio",2,1,35,0.000514932253545352,0.0176393061492581
"11419",462,"Dexio, Spiro",21,"Dexio",2,1,37,0.000243899586682576,0.0327208738469233
"11420",462,"Dexio, Spiro",21,"Spiro",2,1,1,0.0402797833349648,0.0863832114038856
"11421",462,"Dexio, Spiro",21,"Spiro",2,1,3,0.0504000125220323,0.0927089447971717
"11422",462,"Dexio, Spiro",21,"Spiro",2,1,5,0.119510974084176,0.164137664908889
"11423",462,"Dexio, Spiro",21,"Spiro",2,1,7,0.0377290046933844,0.0689142112870286
"11424",462,"Dexio, Spiro",21,"Spiro",2,1,9,0.0764782451025561,0.0944116395831043
"11425",462,"Dexio, Spiro",21,"Spiro",2,1,11,0.0450612355955485,0.0584324047187487
"11426",462,"Dexio, Spiro",21,"Spiro",2,1,13,0.0785022265853218,0.0844051025491927
"11427",462,"Dexio, Spiro",21,"Spiro",2,1,15,0.0692604505740386,0.0708872606674481
"11428",462,"Dexio, Spiro",21,"Spiro",2,1,17,0.0234423340478194,0.0249498887449982
"11429",462,"Dexio, Spiro",21,"Spiro",2,1,19,0.0240006620141005,0.0255318875086668
"11430",462,"Dexio, Spiro",21,"Spiro",2,1,21,0.0569168089896112,0.0575763658402468
"11431",462,"Dexio, Spiro",21,"Spiro",2,1,23,0.0323092728492666,0.0326727477427221
"11432",462,"Dexio, Spiro",21,"Spiro",2,1,25,0.115203057992748,0.115857818461057
"11433",462,"Dexio, Spiro",21,"Spiro",2,1,27,0.0373222943224881,0.0376187947837168
"11434",462,"Dexio, Spiro",21,"Spiro",2,1,29,0.013298960056116,0.0135331142697465
"11435",462,"Dexio, Spiro",21,"Spiro",2,1,31,0.0827942035655998,0.0830601644685999
"11436",462,"Dexio, Spiro",21,"Spiro",2,1,33,0.0910177509835797,0.0913067345549003
"11437",462,"Dexio, Spiro",21,"Spiro",2,1,35,0.0171243738957127,0.0176393061492581
"11438",462,"Dexio, Spiro",21,"Spiro",2,1,37,0.0324769742602407,0.0327208738469233
"11439",469,"Dexio, Spiro",21,"Dexio",2,2,1,0.062162363707051,0.0669426080843059
"11440",469,"Dexio, Spiro",21,"Dexio",2,2,3,0.0533609418877868,0.0907494173914406
"11441",469,"Dexio, Spiro",21,"Dexio",2,2,5,0.0401764110202891,0.128795681968265
"11442",469,"Dexio, Spiro",21,"Dexio",2,2,7,0.0368132625483351,0.105757690870857
"11443",469,"Dexio, Spiro",21,"Dexio",2,2,9,0.0198455740021274,0.0680168169878349
"11444",469,"Dexio, Spiro",21,"Dexio",2,2,11,0.0169660352243947,0.0238211161148342
"11445",469,"Dexio, Spiro",21,"Dexio",2,2,13,0.011392191741195,0.017703879145297
"11446",469,"Dexio, Spiro",21,"Dexio",2,2,15,0.00526688661925151,0.0255883324045104
"11447",469,"Dexio, Spiro",21,"Dexio",2,2,17,0.00184185379233002,0.0261961020617866
"11448",469,"Dexio, Spiro",21,"Dexio",2,2,19,0.00104077150319959,0.0258246836199254
"11449",469,"Dexio, Spiro",21,"Dexio",2,2,21,0.000888288113004319,0.0268592379700699
"11450",469,"Dexio, Spiro",21,"Dexio",2,2,23,0.000684195683634414,0.032407343325338
"11451",469,"Dexio, Spiro",21,"Dexio",2,2,25,0.00163056775744277,0.123021173658055
"11452",469,"Dexio, Spiro",21,"Dexio",2,2,27,0.000785841950094661,0.0821972185165482
"11453",469,"Dexio, Spiro",21,"Dexio",2,2,29,0.000102874957527313,0.0664087158185791
"11454",469,"Dexio, Spiro",21,"Dexio",2,2,31,0.000204506417332687,0.0624737741559746
"11455",469,"Dexio, Spiro",21,"Dexio",2,2,33,0.000333592548674623,0.0582512117782549
"11456",469,"Dexio, Spiro",21,"Dexio",2,2,35,0.000216961948895759,0.0800311182425774
"11457",469,"Dexio, Spiro",21,"Dexio",2,2,37,0.000909185270659582,0.0521568186156432
"11458",469,"Dexio, Spiro",21,"Spiro",2,2,1,0.00478024437725487,0.0669426080843059
"11459",469,"Dexio, Spiro",21,"Spiro",2,2,3,0.0373884755036538,0.0907494173914406
"11460",469,"Dexio, Spiro",21,"Spiro",2,2,5,0.0886192709479763,0.128795681968265
"11461",469,"Dexio, Spiro",21,"Spiro",2,2,7,0.0689444283225218,0.105757690870857
"11462",469,"Dexio, Spiro",21,"Spiro",2,2,9,0.0481712429857075,0.0680168169878349
"11463",469,"Dexio, Spiro",21,"Spiro",2,2,11,0.00685508089043948,0.0238211161148342
"11464",469,"Dexio, Spiro",21,"Spiro",2,2,13,0.00631168740410203,0.017703879145297
"11465",469,"Dexio, Spiro",21,"Spiro",2,2,15,0.0203214457852589,0.0255883324045104
"11466",469,"Dexio, Spiro",21,"Spiro",2,2,17,0.0243542482694566,0.0261961020617866
"11467",469,"Dexio, Spiro",21,"Spiro",2,2,19,0.0247839121167258,0.0258246836199254
"11468",469,"Dexio, Spiro",21,"Spiro",2,2,21,0.0259709498570656,0.0268592379700699
"11469",469,"Dexio, Spiro",21,"Spiro",2,2,23,0.0317231476417036,0.032407343325338
"11470",469,"Dexio, Spiro",21,"Spiro",2,2,25,0.121390605900612,0.123021173658055
"11471",469,"Dexio, Spiro",21,"Spiro",2,2,27,0.0814113765664535,0.0821972185165482
"11472",469,"Dexio, Spiro",21,"Spiro",2,2,29,0.0663058408610517,0.0664087158185791
"11473",469,"Dexio, Spiro",21,"Spiro",2,2,31,0.0622692677386419,0.0624737741559746
"11474",469,"Dexio, Spiro",21,"Spiro",2,2,33,0.0579176192295803,0.0582512117782549
"11475",469,"Dexio, Spiro",21,"Spiro",2,2,35,0.0798141562936816,0.0800311182425774
"11476",469,"Dexio, Spiro",21,"Spiro",2,2,37,0.0512476333449836,0.0521568186156432
"11477",533,"Dexio, Spiro",23,"Dexio",2,1,1,0.0549321911443871,0.0669298712088888
"11478",533,"Dexio, Spiro",23,"Dexio",2,1,3,0.0342298234874839,0.103553031628182
"11479",533,"Dexio, Spiro",23,"Dexio",2,1,5,0.0440864326884599,0.0913171164027131
"11480",533,"Dexio, Spiro",23,"Dexio",2,1,7,0.0360046910039921,0.057660630661557
"11481",533,"Dexio, Spiro",23,"Dexio",2,1,9,0.018156249257037,0.0214964350058156
"11482",533,"Dexio, Spiro",23,"Dexio",2,1,11,0.00903125755172197,0.0115409937598351
"11483",533,"Dexio, Spiro",23,"Dexio",2,1,13,0.00420319050723675,0.0128492167607691
"11484",533,"Dexio, Spiro",23,"Dexio",2,1,15,0.00289207781966949,0.0154394015095564
"11485",533,"Dexio, Spiro",23,"Dexio",2,1,17,0.00246406683667331,0.0274956524155675
"11486",533,"Dexio, Spiro",23,"Dexio",2,1,19,0.00111661809089615,0.0353447820408744
"11487",533,"Dexio, Spiro",23,"Dexio",2,1,21,0.00144651155242102,0.0367752499305729
"11488",533,"Dexio, Spiro",23,"Dexio",2,1,23,0.000580714540478571,0.0370481265560288
"11489",533,"Dexio, Spiro",23,"Dexio",2,1,25,0.000683786588020554,0.0459580634766429
"11490",533,"Dexio, Spiro",23,"Dexio",2,1,27,0.000802974516278155,0.0285870680991423
"11491",533,"Dexio, Spiro",23,"Dexio",2,1,29,0.000511034015408621,0.0454004524047968
"11492",533,"Dexio, Spiro",23,"Dexio",2,1,31,0.000288554817229698,0.0801655921888255
"11493",533,"Dexio, Spiro",23,"Dexio",2,1,33,0.000388766948348714,0.057246744862653
"11494",533,"Dexio, Spiro",23,"Dexio",2,1,35,0.000376154564801002,0.0170253615673778
"11495",533,"Dexio, Spiro",23,"Dexio",2,1,37,0.000376072264459317,0.15262197589155
"11496",533,"Dexio, Spiro",23,"Spiro",2,1,1,0.0119976800645017,0.0669298712088888
"11497",533,"Dexio, Spiro",23,"Spiro",2,1,3,0.069323208140698,0.103553031628182
"11498",533,"Dexio, Spiro",23,"Spiro",2,1,5,0.0472306837142532,0.0913171164027131
"11499",533,"Dexio, Spiro",23,"Spiro",2,1,7,0.0216559396575649,0.057660630661557
"11500",533,"Dexio, Spiro",23,"Spiro",2,1,9,0.00334018574877858,0.0214964350058156
"11501",533,"Dexio, Spiro",23,"Spiro",2,1,11,0.00250973620811308,0.0115409937598351
"11502",533,"Dexio, Spiro",23,"Spiro",2,1,13,0.00864602625353236,0.0128492167607691
"11503",533,"Dexio, Spiro",23,"Spiro",2,1,15,0.0125473236898869,0.0154394015095564
"11504",533,"Dexio, Spiro",23,"Spiro",2,1,17,0.0250315855788941,0.0274956524155675
"11505",533,"Dexio, Spiro",23,"Spiro",2,1,19,0.0342281639499782,0.0353447820408744
"11506",533,"Dexio, Spiro",23,"Spiro",2,1,21,0.0353287383781519,0.0367752499305729
"11507",533,"Dexio, Spiro",23,"Spiro",2,1,23,0.0364674120155502,0.0370481265560288
"11508",533,"Dexio, Spiro",23,"Spiro",2,1,25,0.0452742768886223,0.0459580634766429
"11509",533,"Dexio, Spiro",23,"Spiro",2,1,27,0.0277840935828642,0.0285870680991423
"11510",533,"Dexio, Spiro",23,"Spiro",2,1,29,0.0448894183893882,0.0454004524047968
"11511",533,"Dexio, Spiro",23,"Spiro",2,1,31,0.0798770373715958,0.0801655921888255
"11512",533,"Dexio, Spiro",23,"Spiro",2,1,33,0.0568579779143042,0.057246744862653
"11513",533,"Dexio, Spiro",23,"Spiro",2,1,35,0.0166492070025768,0.0170253615673778
"11514",533,"Dexio, Spiro",23,"Spiro",2,1,37,0.152245903627091,0.15262197589155
"11515",574,"Dexio, Spiro",23,"Dexio",2,2,1,0.0668647460010726,0.081441119130311
"11516",574,"Dexio, Spiro",23,"Dexio",2,2,3,0.0461152593662126,0.0666167027002733
"11517",574,"Dexio, Spiro",23,"Dexio",2,2,5,0.0280941242529576,0.0963611908921047
"11518",574,"Dexio, Spiro",23,"Dexio",2,2,7,0.0452479887315153,0.0600188300068096
"11519",574,"Dexio, Spiro",23,"Dexio",2,2,9,0.0088896034315895,0.125907710658663
"11520",574,"Dexio, Spiro",23,"Dexio",2,2,11,0.0558291473959112,0.148684826696144
"11521",574,"Dexio, Spiro",23,"Dexio",2,2,13,0.0232510731941163,0.0502125338000987
"11522",574,"Dexio, Spiro",23,"Dexio",2,2,15,0.002902724926711,0.0165275288229733
"11523",574,"Dexio, Spiro",23,"Dexio",2,2,17,0.00206000416091453,0.0401783207760951
"11524",574,"Dexio, Spiro",23,"Dexio",2,2,19,0.00371403772251956,0.0714852329864218
"11525",574,"Dexio, Spiro",23,"Dexio",2,2,21,0.00436934491264714,0.0792877409679969
"11526",574,"Dexio, Spiro",23,"Dexio",2,2,23,0.00102281293727674,0.0244997842036728
"11527",574,"Dexio, Spiro",23,"Dexio",2,2,25,0.0022730900330707,0.121813911682076
"11528",574,"Dexio, Spiro",23,"Dexio",2,2,27,0.00247532220488329,0.153541639402581
"11529",574,"Dexio, Spiro",23,"Dexio",2,2,29,0.00167031973796643,0.114069898332665
"11530",574,"Dexio, Spiro",23,"Dexio",2,2,31,0.00235114674186641,0.148309090453847
"11531",574,"Dexio, Spiro",23,"Dexio",2,2,33,0.00276772593522739,0.18529983872285
"11532",574,"Dexio, Spiro",23,"Dexio",2,2,35,0.000752270650839168,0.0979318952849746
"11533",574,"Dexio, Spiro",23,"Dexio",2,2,37,0.00111705207833361,0.108628808877804
"11534",574,"Dexio, Spiro",23,"Spiro",2,2,1,0.0145763731292384,0.081441119130311
"11535",574,"Dexio, Spiro",23,"Spiro",2,2,3,0.0205014433340607,0.0666167027002733
"11536",574,"Dexio, Spiro",23,"Spiro",2,2,5,0.0682670666391471,0.0963611908921047
"11537",574,"Dexio, Spiro",23,"Spiro",2,2,7,0.0147708412752943,0.0600188300068096
"11538",574,"Dexio, Spiro",23,"Spiro",2,2,9,0.117018107227074,0.125907710658663
"11539",574,"Dexio, Spiro",23,"Spiro",2,2,11,0.0928556793002325,0.148684826696144
"11540",574,"Dexio, Spiro",23,"Spiro",2,2,13,0.0269614606059825,0.0502125338000987
"11541",574,"Dexio, Spiro",23,"Spiro",2,2,15,0.0136248038962623,0.0165275288229733
"11542",574,"Dexio, Spiro",23,"Spiro",2,2,17,0.0381183166151806,0.0401783207760951
"11543",574,"Dexio, Spiro",23,"Spiro",2,2,19,0.0677711952639023,0.0714852329864218
